gene_name	uniprot	is_complex	protein_name	complex_name	id_cp_interaction	CD8+ CD73+ regulatory T cells	CD8+ NK-like TEMRA cells	CD8+ NK-like early effector T cells	CD8+ TEMRA cells	CD8+ central memory T cells	CD8+ cycling effector T cells	CD8+ effector memory T cells 1	CD8+ effector memory T cells 2	CD8+ exhausted T cells	CD8+ naive T cells	Gamma Delta T cells	MAIT cells
COL10A1	Q03692	False	COAA1_HUMAN		CPI-SC0A199B69E	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
COL14A1	Q05707	False	COEA1_HUMAN		CPI-SC015980AEB	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
COL16A1	Q07092	False	COGA1_HUMAN		CPI-SC0F94B2CF9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
COL4A6	Q14031	False	CO4A6_HUMAN		CPI-SC05565E8CE	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
COL9A3	Q14050	False	CO9A3_HUMAN		CPI-SC0517A327B	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
COL9A2	Q14055	False	CO9A2_HUMAN		CPI-SC067EE23E1	0.015	0.0	0.0	0.001	0.004	0.0	0.001	0.002	0.0	0.004	0.0	0.0
COL19A1	Q14993	False	COJA1_HUMAN		CPI-SC09DFB2ACA	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.002	0.0	0.0
COL24A1	Q17RW2	False	COOA1_HUMAN		CPI-SC090311934	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
COL28A1	Q2UY09	False	COSA1_HUMAN		CPI-SC05D8C0EF5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
COL13A1	Q5TAT6	False	CODA1_HUMAN		CPI-SC0725E3A76	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
COL27A1	Q8IZC6	False	CORA1_HUMAN		CPI-SC0C9CBDD21	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
COL22A1	Q8NFW1	False	COMA1_HUMAN		CPI-SC0BA1D5E00	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
COL26A1	Q96A83	False	COQA1_HUMAN		CPI-SC0147A8A42	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
COL21A1	Q96P44	False	COLA1_HUMAN		CPI-SC08938BB1C	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
COL12A1	Q99715	False	COCA1_HUMAN		CPI-SC02131C05A	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
COL20A1	Q9P218	False	COKA1_HUMAN		CPI-SC0BF16A11C	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
COL17A1	Q9UMD9	False	COHA1_HUMAN		CPI-SC06B4C6DD5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
COL6A6	A6NMZ7	False	CO6A6_HUMAN		CPI-SC0B808E56A	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
COL6A5	A8TX70	False	CO6A5_HUMAN		CPI-SC089D4762F	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
COL1A1	P02452	False	CO1A1_HUMAN		CPI-SC0F73E9099	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0
COL2A1	P02458	False	CO2A1_HUMAN		CPI-SC016235D3A	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
COL3A1	P02461	False	CO3A1_HUMAN		CPI-SC0BC63F8C0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
COL4A1	P02462	False	CO4A1_HUMAN		CPI-SC0672FBD31	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
COL5A2	P05997	False	CO5A2_HUMAN		CPI-SC0545E2502	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
COL1A2	P08123	False	CO1A2_HUMAN		CPI-SC006E22794	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
COL4A2	P08572	False	CO4A2_HUMAN		CPI-SC0458F68A5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
COL11A1	P12107	False	COBA1_HUMAN		CPI-SC06E5E0C83	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
COL6A1	P12109	False	CO6A1_HUMAN		CPI-SC09FDA4F45	0.0	0.0	0.016	0.002	0.005	0.0	0.002	0.0	0.0	0.016	0.0	0.0
COL6A2	P12110	False	CO6A2_HUMAN		CPI-SC0F4BC2909	0.04	0.064	0.028	0.047	0.024	0.016	0.034	0.038	0.0	0.027	0.028	0.054
COL6A3	P12111	False	CO6A3_HUMAN		CPI-SC02AE206BE	0.117	0.072	0.109	0.075	0.123	0.193	0.088	0.078	0.308	0.136	0.129	0.092
COL11A2	P13942	False	COBA2_HUMAN		CPI-SC0A8E69BC5	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.015	0.0	0.0	0.0
COL9A1	P20849	False	CO9A1_HUMAN		CPI-SC05B6D413B	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
COL5A1	P20908	False	CO5A1_HUMAN		CPI-SC05992FDC8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
COL8A2	P25067	False	CO8A2_HUMAN		CPI-SC069F95780	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
COL5A3	P25940	False	CO5A3_HUMAN		CPI-SC0DAD29856	0.0	0.0	0.0	0.001	0.0	0.014	0.0	0.008	0.187	0.0	0.0	0.015
COL8A1	P27658	False	CO8A1_HUMAN		CPI-SC02F06FF62	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
COL4A5	P29400	False	CO4A5_HUMAN		CPI-SC0EC572716	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
COL15A1	P39059	False	COFA1_HUMAN		CPI-SC0F8D27FBC	0.0	0.0	0.0	0.001	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0
COL18A1	P39060	False	COIA1_HUMAN		CPI-SC0EA3FC100	0.0	0.0	0.01	0.001	0.003	0.0	0.003	0.0	0.015	0.012	0.0	0.019
COL4A4	P53420	False	CO4A4_HUMAN		CPI-SC091173D82	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0
COL4A3	Q01955	False	CO4A3_HUMAN		CPI-SC07FB88720	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
COL7A1	Q02388	False	CO7A1_HUMAN		CPI-SC035953E6B	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004	0.0	0.0	0.0	0.0
COL10A1	Q03692	False	COAA1_HUMAN		CPI-SC01115AAD1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
COL14A1	Q05707	False	COEA1_HUMAN		CPI-SC0BD4C290F	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
COL16A1	Q07092	False	COGA1_HUMAN		CPI-SC053BBE2B1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
COL4A6	Q14031	False	CO4A6_HUMAN		CPI-SC0DA5EFA18	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
COL9A3	Q14050	False	CO9A3_HUMAN		CPI-SC0F778DC8E	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
COL9A2	Q14055	False	CO9A2_HUMAN		CPI-SC0F590482E	0.015	0.0	0.0	0.001	0.004	0.0	0.001	0.002	0.0	0.004	0.0	0.0
COL19A1	Q14993	False	COJA1_HUMAN		CPI-SC0BA41B0D3	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.002	0.0	0.0
COL24A1	Q17RW2	False	COOA1_HUMAN		CPI-SC090DB3159	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
COL28A1	Q2UY09	False	COSA1_HUMAN		CPI-SC0FF018913	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
COL13A1	Q5TAT6	False	CODA1_HUMAN		CPI-SC08BF895FC	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
COL27A1	Q8IZC6	False	CORA1_HUMAN		CPI-SC0D7F33CFB	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
COL22A1	Q8NFW1	False	COMA1_HUMAN		CPI-SC040B3EFBC	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
COL26A1	Q96A83	False	COQA1_HUMAN		CPI-SC0EACF2D60	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
COL21A1	Q96P44	False	COLA1_HUMAN		CPI-SC09C06C70F	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
COL12A1	Q99715	False	COCA1_HUMAN		CPI-SC004A436C5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
COL20A1	Q9P218	False	COKA1_HUMAN		CPI-SC00BE2EEE3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
COL17A1	Q9UMD9	False	COHA1_HUMAN		CPI-SC08AA91C84	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SEMA7A	O75326	False	SEM7A_HUMAN		CPI-SC0EAF80261	0.013	0.0	0.0	0.011	0.011	0.0	0.015	0.014	0.0	0.002	0.0	0.019
COL6A6	A6NMZ7	False	CO6A6_HUMAN		CPI-SC05D87F723	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
COL6A5	A8TX70	False	CO6A5_HUMAN		CPI-SC0606C6896	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
COL1A1	P02452	False	CO1A1_HUMAN		CPI-SC01EA4FF6B	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0
COL2A1	P02458	False	CO2A1_HUMAN		CPI-SC036D78A43	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
COL3A1	P02461	False	CO3A1_HUMAN		CPI-SC054484F7B	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
COL4A1	P02462	False	CO4A1_HUMAN		CPI-SC02392F4AF	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
FN1	P02751	False	FINC_HUMAN		CPI-SC01FFC9392	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004	0.0	0.0
COL5A2	P05997	False	CO5A2_HUMAN		CPI-SC0CA7B34A5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
COL1A2	P08123	False	CO1A2_HUMAN		CPI-SC05CCF815E	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
COL4A2	P08572	False	CO4A2_HUMAN		CPI-SC07222A428	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
COL11A1	P12107	False	COBA1_HUMAN		CPI-SC0FBFA176B	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
COL6A1	P12109	False	CO6A1_HUMAN		CPI-SC08D8A859F	0.0	0.0	0.016	0.002	0.005	0.0	0.002	0.0	0.0	0.016	0.0	0.0
COL6A2	P12110	False	CO6A2_HUMAN		CPI-SC0814068D9	0.04	0.064	0.028	0.047	0.024	0.016	0.034	0.038	0.0	0.027	0.028	0.054
COL6A3	P12111	False	CO6A3_HUMAN		CPI-SC0D870AE49	0.117	0.072	0.109	0.075	0.123	0.193	0.088	0.078	0.308	0.136	0.129	0.092
COL11A2	P13942	False	COBA2_HUMAN		CPI-SC0E4E54E13	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.015	0.0	0.0	0.0
COL9A1	P20849	False	CO9A1_HUMAN		CPI-SC08F797F90	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
COL5A1	P20908	False	CO5A1_HUMAN		CPI-SC035134F18	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
COL8A2	P25067	False	CO8A2_HUMAN		CPI-SC04B354AE3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
COL5A3	P25940	False	CO5A3_HUMAN		CPI-SC0FC645961	0.0	0.0	0.0	0.001	0.0	0.014	0.0	0.008	0.187	0.0	0.0	0.015
COL8A1	P27658	False	CO8A1_HUMAN		CPI-SC058845C44	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
COL4A5	P29400	False	CO4A5_HUMAN		CPI-SC09C0B5D08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
COL15A1	P39059	False	COFA1_HUMAN		CPI-SC039D075C6	0.0	0.0	0.0	0.001	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0
COL18A1	P39060	False	COIA1_HUMAN		CPI-SC04B0064C4	0.0	0.0	0.01	0.001	0.003	0.0	0.003	0.0	0.015	0.012	0.0	0.019
COL4A4	P53420	False	CO4A4_HUMAN		CPI-SC03DD752AB	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0
COL4A3	Q01955	False	CO4A3_HUMAN		CPI-SC052A417CB	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
COL7A1	Q02388	False	CO7A1_HUMAN		CPI-SC08A98E7D4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004	0.0	0.0	0.0	0.0
COL10A1	Q03692	False	COAA1_HUMAN		CPI-SC03C093767	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
COL14A1	Q05707	False	COEA1_HUMAN		CPI-SC0E0C50FCA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
COL16A1	Q07092	False	COGA1_HUMAN		CPI-SC01E9FAC20	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
COL4A6	Q14031	False	CO4A6_HUMAN		CPI-SC061137A41	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
COL9A3	Q14050	False	CO9A3_HUMAN		CPI-SC01F1F24AA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
COL9A2	Q14055	False	CO9A2_HUMAN		CPI-SC08226CD3B	0.015	0.0	0.0	0.001	0.004	0.0	0.001	0.002	0.0	0.004	0.0	0.0
COL19A1	Q14993	False	COJA1_HUMAN		CPI-SC0ADD7BEF0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.002	0.0	0.0
COL24A1	Q17RW2	False	COOA1_HUMAN		CPI-SC0EB600CAC	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
COL28A1	Q2UY09	False	COSA1_HUMAN		CPI-SC083EDDA21	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
COL13A1	Q5TAT6	False	CODA1_HUMAN		CPI-SC0CCF30377	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
COL27A1	Q8IZC6	False	CORA1_HUMAN		CPI-SC0CE6F5084	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
COL22A1	Q8NFW1	False	COMA1_HUMAN		CPI-SC09DE07794	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
COL26A1	Q96A83	False	COQA1_HUMAN		CPI-SC0AD6D8724	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
COL21A1	Q96P44	False	COLA1_HUMAN		CPI-SC040C26CBD	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
COL12A1	Q99715	False	COCA1_HUMAN		CPI-SC0F300DE24	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
COL20A1	Q9P218	False	COKA1_HUMAN		CPI-SC00064A9CE	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
COL17A1	Q9UMD9	False	COHA1_HUMAN		CPI-SC06873D10F	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LAMC1	P11047	False	LAMC1_HUMAN		CPI-SC0E3784FFB	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CDH1	P12830	False	CADH1_HUMAN		CPI-SC0D9B795CC	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0
FN1	P02751	False	FINC_HUMAN		CPI-SC04F2478E9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004	0.0	0.0
THBS1	P07996	False	TSP1_HUMAN		CPI-SC02BFEEC8A	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.008
LAMA3	Q16787	False	LAMA3_HUMAN		CPI-SC0ED0520DD	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.011
CSPG4	Q6UVK1	False	CSPG4_HUMAN		CPI-SC09938698A	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
FN1	P02751	False	FINC_HUMAN		CPI-SC06364D669	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004	0.0	0.0
SPP1	P10451	False	OSTP_HUMAN		CPI-SC07BE7830D	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TNC	P24821	False	TENA_HUMAN		CPI-SC0BC542ACC	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PLAUR	Q03405	False	UPAR_HUMAN		CPI-SC0E9C058EB	0.011	0.0	0.016	0.008	0.006	0.0	0.006	0.007	0.0	0.0	0.0	0.041
PLA2G2A	P14555	False	PA2GA_HUMAN		CPI-SC01833C7FC	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
VCAM1	P19320	False	VCAM1_HUMAN		CPI-SC0A9EB628A	0.0	0.048	0.014	0.02	0.0	0.061	0.02	0.033	0.0	0.0	0.0	0.0
JAM2	P57087	False	JAM2_HUMAN		CPI-SC070D5A96F	0.0	0.0	0.0	0.001	0.001	0.0	0.001	0.0	0.0	0.0	0.0	0.0
FN1	P02751	False	FINC_HUMAN		CPI-SC0B4D7E0FF	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004	0.0	0.0
VCAM1	P19320	False	VCAM1_HUMAN		CPI-SC08E97F7CA	0.0	0.048	0.014	0.02	0.0	0.061	0.02	0.033	0.0	0.0	0.0	0.0
MADCAM1	Q13477	False	MADCA_HUMAN		CPI-SC098B43B5A	0.015	0.019	0.0	0.008	0.009	0.0	0.006	0.0	0.016	0.011	0.0	0.0
FN1	P02751	False	FINC_HUMAN		CPI-SC08B2AD7C6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004	0.0	0.0
CD40LG	P29965	False	CD40L_HUMAN		CPI-SC0C8B4C056	0.0	0.0	0.022	0.001	0.07	0.0	0.001	0.0	0.0	0.003	0.0	0.172
L1CAM	P32004	False	L1CAM_HUMAN		CPI-SC0592EC3D0	0.0	0.0	0.0	0.002	0.002	0.0	0.001	0.0	0.0	0.0	0.0	0.0
PLA2G2A	P14555	False	PA2GA_HUMAN		CPI-SC062C5C6C2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
FBN1	P35555	False	FBN1_HUMAN		CPI-SC058F72F90	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.027	0.0
FN1	P02751	False	FINC_HUMAN		CPI-SC096929DB0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004	0.0	0.0
VTN	P04004	False	VTNC_HUMAN		CPI-SC067AD890A	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LAMC1	P11047	False	LAMC1_HUMAN		CPI-SC0EEF3A379	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CDH1	P12830	False	CADH1_HUMAN		CPI-SC007890A1C	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0
THY1	P04216	False	THY1_HUMAN		CPI-SC0A05D3880	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
FCER2	P06734	False	FCER2_HUMAN		CPI-SC07312BD5C	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.0	0.0	0.0	0.0	0.0
ICAM1	P05362	False	ICAM1_HUMAN		CPI-SC0B6D68FD5	0.048	0.014	0.044	0.036	0.024	0.026	0.048	0.073	0.022	0.013	0.057	0.041
F10	P00742	False	FA10_HUMAN		CPI-SC0C3E2D267	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
C3	P01024	False	CO3_HUMAN		CPI-SC0527EEE7A	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GP1BA	P07359	False	GP1BA_HUMAN		CPI-SC0B292AEE6	0.0	0.01	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0
JAM3	Q9BX67	False	JAM3_HUMAN		CPI-SC0F9DD28F3	0.015	0.0	0.014	0.002	0.002	0.0	0.001	0.0	0.0	0.012	0.0	0.008
THY1	P04216	False	THY1_HUMAN		CPI-SC0C6B54D7A	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
FCER2	P06734	False	FCER2_HUMAN		CPI-SC03446A95E	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.0	0.0	0.0	0.0	0.0
ICAM1	P05362	False	ICAM1_HUMAN		CPI-SC0A9458008	0.048	0.014	0.044	0.036	0.024	0.026	0.048	0.073	0.022	0.013	0.057	0.041
VCAM1	P19320	False	VCAM1_HUMAN		CPI-SC019DBDA78	0.0	0.048	0.014	0.02	0.0	0.061	0.02	0.033	0.0	0.0	0.0	0.0
ICAM3	P32942	False	ICAM3_HUMAN		CPI-SC0E8575642	0.823	1.063	1.175	1.059	1.025	0.82	1.043	1.036	0.85	0.864	1.172	1.045
ICAM1	P05362	False	ICAM1_HUMAN		CPI-SC0F4AC5AA2	0.048	0.014	0.044	0.036	0.024	0.026	0.048	0.073	0.022	0.013	0.057	0.041
ICAM2	P13598	False	ICAM2_HUMAN		CPI-SC063BC3DDE	0.583	0.306	0.248	0.269	0.534	0.236	0.346	0.25	0.308	0.442	0.603	0.574
ICAM3	P32942	False	ICAM3_HUMAN		CPI-SC0329D5397	0.823	1.063	1.175	1.059	1.025	0.82	1.043	1.036	0.85	0.864	1.172	1.045
ICAM4	Q14773	False	ICAM4_HUMAN		CPI-SC092659F65	0.014	0.0	0.021	0.002	0.002	0.0	0.001	0.0	0.0	0.005	0.0	0.01
F11R	Q9Y624	False	JAM1_HUMAN		CPI-SC08923F7F7	0.13	0.028	0.037	0.042	0.063	0.013	0.037	0.017	0.056	0.023	0.052	0.03
IFNA8	P32881	False	IFNA8_HUMAN		CPI-SC09AF1889C	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
IFNE	Q86WN2	False	IFNE_HUMAN		CPI-SC0859FAC25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
IFNA1	P01562	False	IFNA1_HUMAN		CPI-SC064937925	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
IFNA2	P01563	False	IFNA2_HUMAN		CPI-SC0B4211EFF	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
IFNA10	P01566	False	IFN10_HUMAN		CPI-SC077EB8064	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
IFNA7	P01567	False	IFNA7_HUMAN		CPI-SC0B6162857	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
IFNA21	P01568	False	IFN21_HUMAN		CPI-SC0A8A78670	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
IFNA5	P01569	False	IFNA5_HUMAN		CPI-SC09458C6C0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
IFNA14	P01570	False	IFN14_HUMAN		CPI-SC0AF90F422	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
IFNA17	P01571	False	IFN17_HUMAN		CPI-SC07A2679B1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
IFNB1	P01574	False	IFNB_HUMAN		CPI-SC091D10DFA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
IFNW1	P05000	False	IFNW1_HUMAN		CPI-SC0E16B866E	0.0	0.009	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0
IFNA6	P05013	False	IFNA6_HUMAN		CPI-SC0C1B5BAA1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
IFNA4	P05014	False	IFNA4_HUMAN		CPI-SC0EC4B9BBD	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
IFNA16	P05015	False	IFN16_HUMAN		CPI-SC0B0AFEFF1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
IFNK	Q9P0W0	False	IFNK_HUMAN		CPI-SC0D089F0A9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
